subject_id,session_id,run_id,counterbalance_group,block_id,block_order,video_id,condition_label,question_id,question_text,response_index,participant_answer,response_text,correct_answer,is_correct,reaction_time_ms,recorder_timestamp,device_sample_number
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,1,1,V4,B,V4Q1,长平之战发生在哪两个国家之间？,1,B,秦与赵,B,True,43469,1790001648.6233928,144555
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,1,1,V4,B,V4Q2,长平之战中，赵国最初的将领是谁？,0,A,廉颇,A,True,65234,1790001648.7483928,144556
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,1,1,V4,B,V4Q3,长平之战中，秦国的主将是谁？,0,A,王翦,B,False,76897,1790001648.7953928,144570
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,1,1,V4,B,V4Q4,长平之战对战国局势的影响是？,1,B,赵国元气大伤，秦国统一趋势加强,B,True,82222,1790001648.8103929,144571
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,2,2,V5,A,V5Q1,秦朝什么时候建立的？,1,B,公元前221年,B,True,31116,1790002242.6073928,293057
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,2,2,V5,A,V5Q2,秦始皇统一六国后，在地方上推行了什么制度来取代分封制？,1,B,郡县制,B,True,9029,1790002242.717393,293057
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,2,2,V5,A,V5Q3,秦始皇统一后，规定全国通行的标准文字是什么？,2,C,小篆,C,True,43463,1790002242.7643929,293058
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,2,2,V5,A,V5Q4,秦始皇为促进各地经济交流，统一了以下哪一项？,2,C,统一使用刀币,A,False,44385,1790002242.7953928,293062
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,3,3,V6,B,V6Q1,孔子思想的核心是“仁”，根据孔子的解释，“仁”的实质是什么？,1,B,关爱他人,B,True,5887,1790002664.0603929,398416
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,3,3,V6,B,V6Q2,孔子主张“为政以德”，他认为治理国家应该以什么为主？,1,B,以道德教化为主要手段,B,True,8105,1790002664.1703928,398416
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,3,3,V6,B,V6Q3,针对当时“礼崩乐坏”的社会环境，孔子提出了什么治国方案？,1,B,礼治,B,True,12591,1790002664.217393,398425
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,3,3,V6,B,V6Q4,孔子提出的“中庸”思想，其核心含义是什么？,1,B,做事恰到好处，不走极端,B,True,16844,1790002664.2483928,398426
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,4,4,V1,A,V1Q1,商鞅变法发生在哪个国家？,2,C,秦国,C,True,2533,1790003139.0453928,517157
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,4,4,V1,A,V1Q2,商鞅变法中，商鞅通过采取什么方法提升参军人数？,1,B,采取户籍制,B,True,6969,1790003139.1703928,517172
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,4,4,V1,A,V1Q3,商鞅变法使秦国发生了怎样的变化？,1,B,国力大增，为统一六国奠定基础,B,True,9769,1790003139.2323928,517173
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,4,4,V1,A,V1Q4,商鞅变法能够成功推行，离不开哪位国君的支持？,1,B,秦孝公,B,True,31029,1790003139.2643929,517178
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,5,5,V2,B,V2Q1,“百家争鸣”局面出现在哪个历史时期？,2,C,春秋战国时期,C,True,4012,1790003544.3103929,618475
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,5,5,V2,B,V2Q2,儒家学派的代表人物是？,1,B,孔子,B,True,5794,1790003544.4353929,618476
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,5,5,V2,B,V2Q3,法家的集大成者韩非子，其思想核心是？,3,D,兼爱非攻,C,False,8785,1790003544.5143929,618485
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,5,5,V2,B,V2Q4,纵横家学派的代表人物是？,3,D,苏武,C,False,18070,1790003544.5453928,618486
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,6,6,V3,A,V3Q1,《道德经》的作者是？,2,C,老子,C,True,2848,1790003958.701393,722072
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,6,6,V3,A,V3Q2,《道德经》的核心思想是？,2,C,道法自然,C,True,6441,1790003958.826393,722072
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,6,6,V3,A,V3Q3,“无为而治”是哪个学派的政治主张？,1,B,道家,B,True,9078,1790003958.904393,722073
sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,6,6,V3,A,V3Q4,老子认为，世间万物运行的根本规律是什么？,2,C,道,C,True,11246,1790003958.9353929,722073
