subject_id,session_id,run_id,counterbalance_group,block_id,block_order,video_id,condition_label,question_id,question_text,response_index,participant_answer,response_text,correct_answer,is_correct,reaction_time_ms,recorder_timestamp,device_sample_number
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,1,1,V2,B,V2Q1,“百家争鸣”局面出现在哪个历史时期？,2,C,春秋战国时期,C,True,15963,1789616749.406944,108746
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,1,1,V2,B,V2Q2,儒家学派的代表人物是？,1,B,孔子,B,True,8204,1789616749.4755597,108747
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,1,1,V2,B,V2Q3,法家的集大成者韩非子，其思想核心是？,2,C,以法治国,C,True,10003,1789616749.500829,108747
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,1,1,V2,B,V2Q4,纵横家学派的代表人物是？,2,C,张仪,C,True,12387,1789616749.5142663,108747
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,2,2,V3,A,V3Q1,《道德经》的作者是？,2,C,老子,C,True,2155,1789617162.488523,212010
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,2,2,V3,A,V3Q2,《道德经》的核心思想是？,2,C,道法自然,C,True,3804,1789617162.550931,212023
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,2,2,V3,A,V3Q3,“无为而治”是哪个学派的政治主张？,1,B,道家,B,True,11385,1789617162.5773425,212023
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,2,2,V3,A,V3Q4,老子认为，世间万物运行的根本规律是什么？,2,C,道,C,True,7965,1789617162.5902812,212024
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,3,3,V4,B,V4Q1,长平之战发生在哪两个国家之间？,1,B,秦与赵,B,True,1919,1789617584.4462686,317476
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,3,3,V4,B,V4Q2,长平之战中，赵国最初的将领是谁？,0,A,廉颇,A,True,4109,1789617584.515081,317477
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,3,3,V4,B,V4Q3,长平之战中，秦国的主将是谁？,1,B,白起,B,True,6523,1789617584.542222,317477
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,3,3,V4,B,V4Q4,长平之战对战国局势的影响是？,1,B,赵国元气大伤，秦国统一趋势加强,B,True,12041,1789617584.5558662,317477
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,4,4,V5,A,V5Q1,秦朝什么时候建立的？,1,B,公元前221年,B,True,4327,1789618073.6095166,439784
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,4,4,V5,A,V5Q2,秦始皇统一六国后，在地方上推行了什么制度来取代分封制？,1,B,郡县制,B,True,8961,1789618073.6797059,439793
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,4,4,V5,A,V5Q3,秦始皇统一后，规定全国通行的标准文字是什么？,2,C,小篆,C,True,19494,1789618073.713502,439793
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,4,4,V5,A,V5Q4,秦始皇为促进各地经济交流，统一了以下哪一项？,0,A,统一货币为半两钱,A,True,22544,1789618073.728055,439794
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,5,5,V6,B,V6Q1,孔子思想的核心是“仁”，根据孔子的解释，“仁”的实质是什么？,1,B,关爱他人,B,True,3758,1789618496.8266113,545590
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,5,5,V6,B,V6Q2,孔子主张“为政以德”，他认为治理国家应该以什么为主？,1,B,以道德教化为主要手段,B,True,8720,1789618496.908619,545591
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,5,5,V6,B,V6Q3,针对当时“礼崩乐坏”的社会环境，孔子提出了什么治国方案？,1,B,礼治,B,True,11351,1789618496.950984,545591
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,5,5,V6,B,V6Q4,孔子提出的“中庸”思想，其核心含义是什么？,1,B,做事恰到好处，不走极端,B,True,13624,1789618496.966303,545595
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,6,6,V1,A,V1Q1,商鞅变法发生在哪个国家？,2,C,秦国,C,True,2072,1789618928.854756,653583
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,6,6,V1,A,V1Q2,商鞅变法中，商鞅通过采取什么方法提升参军人数？,1,B,采取户籍制,B,True,5790,1789618928.9438605,653584
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,6,6,V1,A,V1Q3,商鞅变法使秦国发生了怎样的变化？,1,B,国力大增，为统一六国奠定基础,B,True,9546,1789618928.9868786,653587
sub-004,ses-001,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,G04,6,6,V1,A,V1Q4,商鞅变法能够成功推行，离不开哪位国君的支持？,1,B,秦孝公,B,True,11745,1789618929.0323296,653598
