subject_id,session_id,run_id,counterbalance_group,block_id,block_order,video_id,condition_label,question_id,question_text,response_index,participant_answer,response_text,correct_answer,is_correct,reaction_time_ms,recorder_timestamp,device_sample_number
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,1,1,V3,A,V3Q1,《道德经》的作者是？,2,C,老子,C,True,2114,1789637916.5723774,132035
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,1,1,V3,A,V3Q2,《道德经》的核心思想是？,2,C,道法自然,C,True,7281,1789637916.6046894,132036
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,1,1,V3,A,V3Q3,“无为而治”是哪个学派的政治主张？,1,B,道家,B,True,9632,1789637916.6208866,132036
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,1,1,V3,A,V3Q4,老子认为，世间万物运行的根本规律是什么？,2,C,道,C,True,12561,1789637916.6373491,132036
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,2,2,V4,B,V4Q1,长平之战发生在哪两个国家之间？,1,B,秦与赵,B,True,9678,1789638393.6612365,251307
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,2,2,V4,B,V4Q2,长平之战中，赵国最初的将领是谁？,0,A,廉颇,A,True,15565,1789638393.6943302,251308
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,2,2,V4,B,V4Q3,长平之战中，秦国的主将是谁？,1,B,白起,B,True,21997,1789638393.7061648,251308
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,2,2,V4,B,V4Q4,长平之战对战国局势的影响是？,1,B,赵国元气大伤，秦国统一趋势加强,B,True,26909,1789638393.716697,251308
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,3,3,V5,A,V5Q1,秦朝什么时候建立的？,1,B,公元前221年,B,True,9580,1789638886.807504,374596
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,3,3,V5,A,V5Q2,秦始皇统一六国后，在地方上推行了什么制度来取代分封制？,1,B,郡县制,B,True,13973,1789638886.8436913,374596
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,3,3,V5,A,V5Q3,秦始皇统一后，规定全国通行的标准文字是什么？,2,C,小篆,C,True,16567,1789638886.8552032,374605
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,3,3,V5,A,V5Q4,秦始皇为促进各地经济交流，统一了以下哪一项？,0,A,统一货币为半两钱,A,True,21180,1789638886.8690648,374605
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,4,4,V6,B,V6Q1,孔子思想的核心是“仁”，根据孔子的解释，“仁”的实质是什么？,1,B,关爱他人,B,True,9124,1789639344.3326077,488973
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,4,4,V6,B,V6Q2,孔子主张“为政以德”，他认为治理国家应该以什么为主？,1,B,以道德教化为主要手段,B,True,17636,1789639344.3765678,488977
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,4,4,V6,B,V6Q3,针对当时“礼崩乐坏”的社会环境，孔子提出了什么治国方案？,1,B,礼治,B,True,21524,1789639344.395685,488987
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,4,4,V6,B,V6Q4,孔子提出的“中庸”思想，其核心含义是什么？,1,B,做事恰到好处，不走极端,B,True,27412,1789639344.4142995,488987
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,5,5,V1,A,V1Q1,商鞅变法发生在哪个国家？,2,C,秦国,C,True,2212,1789639790.2518287,600460
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,5,5,V1,A,V1Q2,商鞅变法中，商鞅通过采取什么方法提升参军人数？,0,A,采取军功爵位制,B,False,9611,1789639790.2962706,600469
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,5,5,V1,A,V1Q3,商鞅变法使秦国发生了怎样的变化？,1,B,国力大增，为统一六国奠定基础,B,True,19515,1789639790.3168325,600469
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,5,5,V1,A,V1Q4,商鞅变法能够成功推行，离不开哪位国君的支持？,1,B,秦孝公,B,True,24346,1789639790.329771,600469
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,6,6,V2,B,V2Q1,“百家争鸣”局面出现在哪个历史时期？,2,C,春秋战国时期,C,True,3611,1789640211.9193556,705882
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,6,6,V2,B,V2Q2,儒家学派的代表人物是？,1,B,孔子,B,True,7715,1789640211.972028,705883
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,6,6,V2,B,V2Q3,法家的集大成者韩非子，其思想核心是？,3,D,兼爱非攻,C,False,12707,1789640211.987113,705883
sub-005,ses-001,2c45acad-6db6-41d5-89db-d3b3e344aa65,G05,6,6,V2,B,V2Q4,纵横家学派的代表人物是？,2,C,张仪,C,True,16195,1789640212.0030043,705887
