subject_id,session_id,run_id,counterbalance_group,block_id,block_order,video_id,condition_label,question_id,question_text,response_index,participant_answer,response_text,correct_answer,is_correct,reaction_time_ms,recorder_timestamp,device_sample_number
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,1,1,V4,A,V4Q1,长平之战发生在哪两个国家之间？,1,B,秦与赵,B,True,2826,1789891228.3173375,143142
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,1,1,V4,A,V4Q2,长平之战中，赵国最初的将领是谁？,0,A,廉颇,A,True,6664,1789891228.3483374,143143
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,1,1,V4,A,V4Q3,长平之战中，秦国的主将是谁？,1,B,白起,B,True,9961,1789891228.3643374,143143
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,1,1,V4,A,V4Q4,长平之战对战国局势的影响是？,1,B,赵国元气大伤，秦国统一趋势加强,B,True,14000,1789891228.3643374,143143
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,2,2,V5,B,V5Q1,秦朝什么时候建立的？,0,A,公元前206年,B,False,1641,1789891795.0043375,269164
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,2,2,V5,B,V5Q2,秦始皇统一六国后，在地方上推行了什么制度来取代分封制？,1,B,郡县制,B,True,4710,1789891795.0513375,269165
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,2,2,V5,B,V5Q3,秦始皇统一后，规定全国通行的标准文字是什么？,2,C,小篆,C,True,6942,1789891795.0513375,269165
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,2,2,V5,B,V5Q4,秦始皇为促进各地经济交流，统一了以下哪一项？,0,A,统一货币为半两钱,A,True,24424,1789891795.0673375,269165
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,3,3,V6,A,V6Q1,孔子思想的核心是“仁”，根据孔子的解释，“仁”的实质是什么？,1,B,关爱他人,B,True,3611,1789892246.7703376,372196
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,3,3,V6,A,V6Q2,孔子主张“为政以德”，他认为治理国家应该以什么为主？,1,B,以道德教化为主要手段,B,True,7907,1789892246.8013375,372197
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,3,3,V6,A,V6Q3,针对当时“礼崩乐坏”的社会环境，孔子提出了什么治国方案？,1,B,礼治,B,True,17574,1789892246.8323376,372201
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,3,3,V6,A,V6Q4,孔子提出的“中庸”思想，其核心含义是什么？,1,B,做事恰到好处，不走极端,B,True,20905,1789892246.8323376,372201
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,4,4,V1,B,V1Q1,商鞅变法发生在哪个国家？,2,C,秦国,C,True,2633,1789892743.8013375,478147
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,4,4,V1,B,V1Q2,商鞅变法中，商鞅通过采取什么方法提升参军人数？,0,A,采取军功爵位制,B,False,4187,1789892743.8483374,478147
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,4,4,V1,B,V1Q3,商鞅变法使秦国发生了怎样的变化？,1,B,国力大增，为统一六国奠定基础,B,True,7650,1789892743.8483374,478147
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,4,4,V1,B,V1Q4,商鞅变法能够成功推行，离不开哪位国君的支持？,1,B,秦孝公,B,True,11088,1789892743.8643374,478147
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,5,5,V2,A,V2Q1,“百家争鸣”局面出现在哪个历史时期？,2,C,春秋战国时期,C,True,1795,1789893162.0823376,572441
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,5,5,V2,A,V2Q2,儒家学派的代表人物是？,1,B,孔子,B,True,3871,1789893162.1293375,572445
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,5,5,V2,A,V2Q3,法家的集大成者韩非子，其思想核心是？,2,C,以法治国,C,True,5701,1789893162.1453376,572445
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,5,5,V2,A,V2Q4,纵横家学派的代表人物是？,2,C,张仪,C,True,7818,1789893162.1453376,572446
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,6,6,V3,B,V3Q1,《道德经》的作者是？,2,C,老子,C,True,1448,1789893687.1923375,672355
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,6,6,V3,B,V3Q2,《道德经》的核心思想是？,2,C,道法自然,C,True,2694,1789893687.2393374,672359
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,6,6,V3,B,V3Q3,“无为而治”是哪个学派的政治主张？,1,B,道家,B,True,6504,1789893687.2543375,672359
sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,G07,6,6,V3,B,V3Q4,老子认为，世间万物运行的根本规律是什么？,2,C,道,C,True,8271,1789893687.2703376,672360
