subject_id,session_id,run_id,counterbalance_group,block_id,block_order,video_id,condition_label,question_id,question_text,response_index,participant_answer,response_text,correct_answer,is_correct,reaction_time_ms,recorder_timestamp,device_sample_number
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,1,1,V5,A,V5Q1,秦朝什么时候建立的？,1,B,公元前221年,B,True,1570,1790005689.6419337,159283
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,1,1,V5,A,V5Q2,秦始皇统一六国后，在地方上推行了什么制度来取代分封制？,1,B,郡县制,B,True,31358,1790005689.7979336,159298
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,1,1,V5,A,V5Q3,秦始皇统一后，规定全国通行的标准文字是什么？,2,C,小篆,C,True,5163,1790005689.8759336,159299
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,1,1,V5,A,V5Q4,秦始皇为促进各地经济交流，统一了以下哪一项？,0,A,统一货币为半两钱,A,True,12058,1790005689.9069338,159303
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,2,2,V6,B,V6Q1,孔子思想的核心是“仁”，根据孔子的解释，“仁”的实质是什么？,1,B,关爱他人,B,True,8743,1790006200.4699337,286996
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,2,2,V6,B,V6Q2,孔子主张“为政以德”，他认为治理国家应该以什么为主？,1,B,以道德教化为主要手段,B,True,11295,1790006200.6099336,287000
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,2,2,V6,B,V6Q3,针对当时“礼崩乐坏”的社会环境，孔子提出了什么治国方案？,0,A,德治,B,False,13838,1790006200.6729336,287001
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,2,2,V6,B,V6Q4,孔子提出的“中庸”思想，其核心含义是什么？,1,B,做事恰到好处，不走极端,B,True,25520,1790006200.7199337,287010
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,3,3,V1,A,V1Q1,商鞅变法发生在哪个国家？,2,C,秦国,C,True,2241,1790006655.7669337,400823
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,3,3,V1,A,V1Q2,商鞅变法中，商鞅通过采取什么方法提升参军人数？,0,A,采取军功爵位制,B,False,8739,1790006655.9229336,400824
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,3,3,V1,A,V1Q3,商鞅变法使秦国发生了怎样的变化？,1,B,国力大增，为统一六国奠定基础,B,True,14291,1790006656.0009336,400828
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,3,3,V1,A,V1Q4,商鞅变法能够成功推行，离不开哪位国君的支持？,1,B,秦孝公,B,True,17484,1790006656.0319338,400829
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,4,4,V2,B,V2Q1,“百家争鸣”局面出现在哪个历史时期？,2,C,春秋战国时期,C,True,2662,1790007067.2199337,503685
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,4,4,V2,B,V2Q2,儒家学派的代表人物是？,1,B,孔子,B,True,4962,1790007067.3599336,503686
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,4,4,V2,B,V2Q3,法家的集大成者韩非子，其思想核心是？,2,C,以法治国,C,True,7832,1790007067.3919337,503695
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,4,4,V2,B,V2Q4,纵横家学派的代表人物是？,2,C,张仪,C,True,9946,1790007067.4699337,503696
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,5,5,V3,A,V3Q1,《道德经》的作者是？,2,C,老子,C,True,2228,1790007478.7819338,606563
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,5,5,V3,A,V3Q2,《道德经》的核心思想是？,2,C,道法自然,C,True,7268,1790007478.9229336,606564
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,5,5,V3,A,V3Q3,“无为而治”是哪个学派的政治主张？,1,B,道家,B,True,10504,1790007479.0169337,606564
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,5,5,V3,A,V3Q4,老子认为，世间万物运行的根本规律是什么？,2,C,道,C,True,14879,1790007479.0629337,606578
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,6,6,V4,B,V4Q1,长平之战发生在哪两个国家之间？,1,B,秦与赵,B,True,3422,1790007897.7349336,711311
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,6,6,V4,B,V4Q2,长平之战中，赵国最初的将领是谁？,0,A,廉颇,A,True,5778,1790007897.9069338,711312
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,6,6,V4,B,V4Q3,长平之战中，秦国的主将是谁？,1,B,白起,B,True,8518,1790007897.9849336,711321
sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,6,6,V4,B,V4Q4,长平之战对战国局势的影响是？,1,B,赵国元气大伤，秦国统一趋势加强,B,True,25028,1790007898.0319338,711322
